No;DATE;PM10;MPM10;NO;MNO;NO2;MNO2;NOX;MNOX;GRAD;MGRAD;TempAir;MTEMP;HUMAIR;MHUM;FF;MFF;DD;MDD;RAIN;MRAIN;SCODE
152;01/06/2017;40.8;  ;7.82;  ;5.98;  ;8.75;  ;64.75;  ;28.32;  ;72.19;  ;1.64;  ;194.57;  ;0;  ;HIJPR
153;02/06/2017;76.69;  ;10.73;  ;11.69;  ;13.7;  ;66.1;  ;29.22;  ;74.51;  ;0.47;  ;83.27;  ;0;  ;HIJPR
154;03/06/2017;68.51;  ;9.81;  ;15.15;  ;14.7;  ;77.31;  ;29.72;  ;73.65;  ;0.28;  ;118.81;  ;0;  ;HIJPR
155;04/06/2017;38.31;  ;5.88;  ;14.63;  ;11.51;  ;91.84;  ;29.79;  ;72.21;  ;0.32;  ;113.2;  ;0;  ;HIJPR
156;05/06/2017;40.75;  ;10.23;  ;17.89;  ;16.48;  ;60.12;  ;29.21;  ;75.92;  ;0.37;  ;138.32;  ;0.01;  ;HIJPR
157;06/06/2017;31.5;  ;4.54;  ;13.83;  ;10.12;  ;87;  ;28.32;  ;79.56;  ;0.66;  ;61.98;  ;0;  ;HIJPR
158;07/06/2017;34.83;  ;5.67;  ;9.91;  ;9.05;  ;79.19;  ;29.82;  ;72.63;  ;1.05;  ;61.82;  ;0;  ;HIJPR
159;08/06/2017;42.59;  ;6.8;  ;9.76;  ;9.83;  ;87.78;  ;29.89;  ;70.5;  ;1.13;  ;56.78;  ;0;  ;HIJPR
160;09/06/2017;55.84;  ;7.58;  ;12.03;  ;11.52;  ;97.09;  ;30.47;  ;70.87;  ;0.89;  ;54.49;  ;0;  ;HIJPR
161;10/06/2017;57.06;  ;7.42;  ;14.39;  ;12.54;  ;75.26;  ;30.33;  ;71.83;  ;0.45;  ;74.65;  ;0;  ;HIJPR
162;11/06/2017;59.45;  ;4.44;  ;12.53;  ;9.41;  ;76.46;  ;29.7;  ;76.11;  ;0.38;  ;88.41;  ;0;  ;HIJPR
163;12/06/2017;51.42;  ;6.85;  ;12.18;  ;11.05;  ;106.29;  ;30.22;  ;71.31;  ;0.5;  ;103.74;  ;0;  ;HIJPR
164;13/06/2017;62.63;  ;11.29;  ;18.74;  ;17.54;  ;78.07;  ;29.12;  ;75.36;  ;0.48;  ;97.8;  ;0;  ;HIJPR
165;14/06/2017;53.43;  ;7.04;  ;17.98;  ;14.01;  ;75.75;  ;28.6;  ;77.57;  ;0.75;  ;138.06;  ;0;  ;HIJPR
166;15/06/2017;59.22;  ;5.8;  ;11.02;  ;9.69;  ;76.23;  ;29.67;  ;75.78;  ;0.71;  ;70.65;  ;0;  ;HIJPR
167;16/06/2017;37.31;  ;8.86;  ;7.59;  ;10.31;  ;104.72;  ;30.13;  ;71.73;  ;1.2;  ;93.42;  ;0;  ;HIJPR
168;17/06/2017;48.73;  ;7.25;  ;12.42;  ;11.45;  ;91.94;  ;29.87;  ;72.08;  ;0.67;  ;87.92;  ;0;  ;HIJPR
169;18/06/2017;48.12;  ;6.62;  ;13.1;  ;11.32;  ;72.72;  ;29.32;  ;71.62;  ;0.42;  ;181.75;  ;0;  ;HIJPR
170;19/06/2017;34.5;  ;6.59;  ;17.27;  ;13.33;  ;81;  ;29.75;  ;63.03;  ;0.45;  ;128.88;  ;0.07;  ;HIJPR
171;20/06/2017;62.5;  ;8.53;  ;15.16;  ;13.75;  ;84.95;  ;29.56;  ;64.08;  ;0.66;  ;66.85;  ;0;  ;HIJPR
172;21/06/2017;69.92;  ;6.68;  ;14.61;  ;12.1;  ;79.19;  ;29.63;  ;67.52;  ;0.55;  ;107.41;  ;0;  ;HIJPR
173;22/06/2017;82.22;  ;13.12;  ;17.75;  ;18.43;  ;52.01;  ;28.52;  ;73.86;  ;0.54;  ;99.66;  ;0;  ;HIJPR
174;23/06/2017;48.29;  ;8.61;  ;9.73;  ;11.16;  ;67.57;  ;28.19;  ;76.24;  ;0.75;  ;55.92;  ;0;  ;HIJPR
175;24/06/2017;47.36;  ;9.39;  ;8.65;  ;11.22;  ;42.38;  ;27.21;  ;78.03;  ;0.61;  ;78.24;  ;0;  ;HIJPR
176;25/06/2017;49.28;  ;8.5;  ;5.89;  ;9.21;  ;83.95;  ;28.28;  ;72.17;  ;1.02;  ;67.58;  ;0.01;  ;HIJPR
177;26/06/2017;15.83;  ;4.35;  ;3.41;  ;4.82;  ;85.36;  ;27.79;  ;77.44;  ;1;  ;78.16;  ;0.15;  ;HIJPR
178;27/06/2017;19.94;  ;8.23;  ;8.43;  ;10.08;  ;102.91;  ;27.87;  ;77.97;  ;0.39;  ;87.57;  ;0.07;  ;HIJPR
179;28/06/2017;29.17;  ;6.54;  ;7.96;  ;9.1;  ;100.53;  ;28.9;  ;75.25;  ;0.51;  ;67.18;  ;0;  ;HIJPR
180;29/06/2017;35.64;  ;8.61;  ;11.08;  ;11.72;  ;75.81;  ;28.5;  ;73.01;  ;0.42;  ;116.27;  ;0;  ;HIJPR
181;30/06/2017;26.16;  ;6.68;  ;8.78;  ;9.26;  ;55.61;  ;26.16;  ;86.11;  ;0.43;  ;158.59;  ;1.56;  ;HIJPR
182;01/07/2017;29.56;  ;7.16;  ;9.08;  ;9.76;  ;108.08;  ;27.58;  ;75.82;  ;0.84;  ;62.82;  ;0;  ;HIJPR
183;02/07/2017;51.58;  ;2.91;  ;7.14;  ;5.65;  ;---;4)A);---;4)A);---;4)A);0.86;  ;53.81;  ;---;4)A);HIJPR
184;03/07/2017;39.4;  ;2.56;  ;6.22;  ;4.93;  ;---;4)A);---;4)A);---;4)A);0.77;  ;59.35;  ;---;4)A);HIJPR
185;04/07/2017;53.15;  ;2.45;  ;8.44;  ;5.94;  ;---;4)A);---;4)A);---;4)A);0.84;  ;62.85;  ;---;4)A);HIJPR
186;05/07/2017;58.13;  ;6.83;  ;15.09;  ;12.44;  ;49.32;  ;29.66;  ;69.08;  ;0.45;  ;146.35;  ;0;  ;HIJPR
187;06/07/2017;53.67;  ;5.37;  ;18.32;  ;12.93;  ;79.7;  ;29.27;  ;68.36;  ;0.39;  ;129.23;  ;0;  ;HIJPR
188;07/07/2017;86.24;  ;7.87;  ;20.85;  ;16.03;  ;67.43;  ;29.48;  ;69.79;  ;0.46;  ;141.47;  ;0;  ;HIJPR
189;08/07/2017;98.98;  ;4.85;  ;16.43;  ;11.62;  ;74.38;  ;30;  ;67.96;  ;0.52;  ;148.74;  ;0;  ;HIJPR
190;09/07/2017;31.03;  ;3.7;  ;11.05;  ;8.14;  ;92.24;  ;29.81;  ;69.77;  ;0.49;  ;244.1;  ;0;  ;HIJPR
191;10/07/2017;24.09;  ;8.9;  ;14.59;  ;13.74;  ;92.84;  ;29;  ;73.32;  ;0.45;  ;197.91;  ;0;  ;HIJPR
192;11/07/2017;31.26;  ;8.94;  ;15.66;  ;14.3;  ;92.02;  ;28.45;  ;76.75;  ;0.46;  ;186.2;  ;0.23;  ;HIJPR
193;12/07/2017;32.66;  ;6.53;  ;15.44;  ;12.39;  ;63.91;  ;28.6;  ;75.15;  ;0.52;  ;240.9;  ;0.01;  ;HIJPR
194;13/07/2017;38.38;  ;9.14;  ;17.09;  ;15.14;  ;83.42;  ;28.74;  ;75.11;  ;0.27;  ;181.26;  ;0.01;  ;HIJPR
195;14/07/2017;46.55;  ;7.88;  ;16.45;  ;13.89;  ;78.93;  ;29.18;  ;70.94;  ;0.56;  ;135.31;  ;0;  ;HIJPR
196;15/07/2017;39.22;  ;5.64;  ;14.35;  ;11.2;  ;70.51;  ;29.1;  ;68.01;  ;0.61;  ;132.7;  ;0;  ;HIJPR
197;16/07/2017;47.46;  ;4.33;  ;14.06;  ;10.08;  ;75.29;  ;28.68;  ;69.43;  ;0.44;  ;172.93;  ;0;  ;HIJPR
198;17/07/2017;36.44;  ;6.63;  ;18.73;  ;14.06;  ;91.07;  ;28.98;  ;60;  ;0.32;  ;143.24;  ;0;  ;HIJPR
199;18/07/2017;91.2;  ;10.48;  ;21.81;  ;18.44;  ;53.44;  ;28.53;  ;68.43;  ;0.79;  ;168.54;  ;0;  ;HIJPR
200;19/07/2017;109.9;  ;8.97;  ;21.45;  ;17.14;  ;83.57;  ;28.57;  ;76.28;  ;0.51;  ;121.6;  ;0;  ;HIJPR
201;20/07/2017;49;  ;10.38;  ;17.44;  ;16.23;  ;79.9;  ;28.43;  ;79.49;  ;0.31;  ;98.84;  ;0.6;  ;HIJPR
202;21/07/2017;41.42;  ;10.24;  ;19.26;  ;17.02;  ;93.23;  ;28.4;  ;79.3;  ;0.49;  ;158.18;  ;0;  ;HIJPR
203;22/07/2017;48.38;  ;8.49;  ;16.27;  ;14.26;  ;71.06;  ;29.14;  ;74.03;  ;0.54;  ;120.26;  ;0.01;  ;HIJPR
204;23/07/2017;47.09;  ;5.24;  ;15.49;  ;11.45;  ;61.08;  ;28.08;  ;80.96;  ;0.32;  ;132.42;  ;0.39;  ;HIJPR
205;24/07/2017;41.58;  ;6.2;  ;17.7;  ;13.24;  ;86.79;  ;29.11;  ;73.34;  ;0.38;  ;124.96;  ;0;  ;HIJPR
206;25/07/2017;45.53;  ;8.85;  ;16.57;  ;14.67;  ;109.09;  ;29.57;  ;63.01;  ;0.6;  ;107.37;  ;0;  ;HIJPR
207;26/07/2017;64.98;  ;7.87;  ;15.85;  ;13.59;  ;110.53;  ;29.56;  ;56.65;  ;0.68;  ;77.31;  ;0;  ;HIJPR
208;27/07/2017;43.69;  ;7.63;  ;21.57;  ;16.2;  ;82.25;  ;29.21;  ;65.63;  ;0.47;  ;147.44;  ;0;  ;HIJPR
209;28/07/2017;57.21;  ;8.09;  ;15.96;  ;13.81;  ;115.65;  ;29.43;  ;69.95;  ;0.63;  ;123.19;  ;0;  ;HIJPR
210;29/07/2017;41.99;  ;8.21;  ;15.07;  ;13.47;  ;58.51;  ;29.27;  ;72.9;  ;0.65;  ;169.88;  ;0;  ;HIJPR
211;30/07/2017;60.78;  ;10.88;  ;10.94;  ;13.44;  ;68.18;  ;29.62;  ;72.45;  ;0.42;  ;100.8;  ;0;  ;HIJPR
212;31/07/2017;52.44;  ;5.69;  ;12.71;  ;10.43;  ;96.22;  ;29.96;  ;71.76;  ;0.39;  ;201.94;  ;0;  ;HIJPR
213;01/08/2017;50.34;  ;7.08;  ;14.94;  ;12.56;  ;120.13;  ;29.57;  ;59.19;  ;0.43;  ;129.21;  ;0;  ;HIJPR
214;02/08/2017;42.37;  ;9.37;  ;13.76;  ;13.69;  ;127.13;  ;29.53;  ;59.05;  ;0.38;  ;133.6;  ;0;  ;HIJPR
215;03/08/2017;44.94;  ;5.62;  ;18.03;  ;12.97;  ;138.53;  ;29.72;  ;60.3;  ;0.3;  ;153.53;  ;0;  ;HIJPR
216;04/08/2017;53.18;  ;8.39;  ;18.63;  ;15.33;  ;116.24;  ;29.19;  ;62.21;  ;0.4;  ;108.75;  ;0;  ;HIJPR
217;05/08/2017;78.51;  ;4.23;  ;16.25;  ;11.07;  ;108.05;  ;29.6;  ;65.46;  ;0.38;  ;104.34;  ;0;  ;HIJPR
218;06/08/2017;78.72;  ;4.22;  ;14.43;  ;10.18;  ;114.78;  ;30.09;  ;65.09;  ;0.42;  ;80.6;  ;0;  ;HIJPR
219;07/08/2017;80.34;  ;4.63;  ;13.96;  ;10.25;  ;138.19;  ;29.87;  ;68.5;  ;0.79;  ;63.29;  ;0;  ;HIJPR
220;08/08/2017;72.5;  ;8.52;  ;19.84;  ;16.02;  ;125.3;  ;29.77;  ;64.46;  ;0.61;  ;111.8;  ;0;  ;HIJPR
221;09/08/2017;59.06; ;6.9; ;19.07; ;14.43; ;96.43; ;29.47; ;68; ;0.48; ;195.37; ;0.03; ;HIJPR
222;10/08/2017;30.23;  ;7.17;  ;16.66;  ;13.46;  ;132.81;  ;28.85;  ;73.68;  ;0.32;  ;134.04;  ;0.02;  ;HIJPR
223;11/08/2017;49.05;  ;9.79;  ;18.89;  ;16.51;  ;111.26;  ;28.28;  ;69.37;  ;0.44;  ;148.81;  ;0;  ;HIJPR
224;12/08/2017;64.82;  ;4.46;  ;10.54;  ;8.46;  ;104.04;  ;29.93;  ;72.01;  ;0.59;  ;74.92;  ;0;  ;HIJPR
225;13/08/2017;53.13;  ;4.33;  ;11.54;  ;8.85;  ;96.28;  ;29.63;  ;73.1;  ;0.37;  ;151.81;  ;0;  ;HIJPR
226;14/08/2017;80.68;  ;6.61;  ;17.75;  ;13.58;  ;97.27;  ;29.57;  ;72.52;  ;0.36;  ;158.98;  ;0;  ;HIJPR
227;15/08/2017;81.39;  ;6.09;  ;16.94;  ;12.79;  ;105.31;  ;29.22;  ;70.18;  ;0.34;  ;90.15;  ;0;  ;HIJPR
228;16/08/2017;64.03;  ;9.24;  ;18.89;  ;16;  ;142.27;  ;29.47;  ;59.39;  ;0.44;  ;149.94;  ;0;  ;HIJPR
229;17/08/2017;19.83;  ;3.94;  ;13.52;  ;9.52;  ;116.65;  ;29.45;  ;64.05;  ;0.42;  ;117.89;  ;0;  ;HIJPR
230;18/08/2017;5.97;  ;3.24;  ;10.85;  ;7.7;  ;152.96;  ;30;  ;62.88;  ;1.02;  ;55.32;  ;0;  ;HIJPR
231;19/08/2017;25.78;  ;2.81;  ;7.93;  ;5.96;  ;152.24;  ;30.68;  ;62.86;  ;0.92;  ;89.27;  ;0;  ;HIJPR
232;20/08/2017;48.9;  ;4.88;  ;10.07;  ;8.55;  ;114.65;  ;29.97;  ;67.5;  ;0.59;  ;122.65;  ;0;  ;HIJPR
233;21/08/2017;60.02;  ;4.37;  ;11.67;  ;8.95;  ;98.22;  ;29.94;  ;61.84;  ;0.69;  ;60.43;  ;0;  ;HIJPR
234;22/08/2017;63.87;  ;7.36;  ;20.63;  ;15.54;  ;85.36;  ;29.67;  ;62;  ;0.4;  ;134.63;  ;0;  ;HIJPR
235;23/08/2017;93.04;  ;6.19;  ;14.95;  ;11.89;  ;148.13;  ;29.95;  ;61.35;  ;0.84;  ;55.47;  ;0;  ;HIJPR
236;24/08/2017;49.71;  ;4.79;  ;11.03;  ;8.95;  ;164.15;  ;30.43;  ;57.63;  ;0.95;  ;108.59;  ;0;  ;HIJPR
237;25/08/2017;68.11;  ;5.38;  ;12.59;  ;10.15;  ;129.23;  ;30.04;  ;57.94;  ;0.97;  ;77.91;  ;0;  ;HIJPR
238;26/08/2017;45.4;  ;2.86;  ;9.36;  ;6.69;  ;176.65;  ;29.95;  ;56.06;  ;1.59;  ;56.14;  ;0;  ;HIJPR
239;27/08/2017;75.32;  ;4.64;  ;11.32;  ;8.97;  ;183.56;  ;29.83;  ;57.43;  ;1.22;  ;63.08;  ;0;  ;HIJPR
240;28/08/2017;61.47;  ;3;  ;9.55;  ;6.89;  ;152.6;  ;29.75;  ;59.76;  ;1.02;  ;61.19;  ;0;  ;HIJPR
241;29/08/2017;75.67;  ;7.31;  ;16.98;  ;13.72;  ;84.88;  ;28.82;  ;69.61;  ;0.41;  ;142.18;  ;0.03;  ;HIJPR
242;30/08/2017;57.04;  ;14.21;  ;15.94;  ;18.36;  ;166.77;  ;29.2;  ;71.82;  ;0.47;  ;103.38;  ;0;  ;HIJPR
243;31/08/2017;54.28;  ;6.84;  ;13.09;  ;11.48;  ;127.24;  ;29.79;  ;70.1;  ;0.48;  ;76.73;  ;0;  ;HIJPR
244;01/09/2017;59.21;  ;2.16;  ;7.43;  ;5.23;  ;126.1;  ;29.74;  ;66.47;  ;0.49;  ;84.25;  ;0;  ;HIJPR
245;02/09/2017;61.53;  ;3.47;  ;9.78;  ;7.35;  ;155.75;  ;29.88;  ;62.93;  ;0.56;  ;105.23;  ;0;  ;HIJPR
246;03/09/2017;75.21;  ;3.91;  ;12.13;  ;8.83;  ;177.46;  ;30.39;  ;60.56;  ;0.61;  ;67.21;  ;0;  ;HIJPR
247;04/09/2017;73.13;  ;5.79;  ;18.39;  ;13.27;  ;123.5;  ;30.48;  ;62.18;  ;0.49;  ;129.97;  ;0;  ;HIJPR
248;05/09/2017;60.18;  ;6.96;  ;15.41;  ;12.78;  ;96.78;  ;29.46;  ;70.25;  ;0.61;  ;221.81;  ;0;  ;HIJPR
249;06/09/2017;59.59;  ;6.46;  ;12.86;  ;11.08;  ;126.87;  ;30.2;  ;64.4;  ;0.82;  ;97.38;  ;0;  ;HIJPR
250;07/09/2017;68.26;  ;4.35;  ;11.67;  ;8.93;  ;163.98;  ;30.1;  ;64.8;  ;1.04;  ;58.65;  ;0;  ;HIJPR
251;08/09/2017;54.73;  ;3.64;  ;10.5;  ;7.82;  ;193.18;  ;30.6;  ;62.51;  ;0.97;  ;64.64;  ;0;  ;HIJPR
252;09/09/2017;64.37;  ;7.01;  ;13.23;  ;11.67;  ;189;  ;30.74;  ;66.43;  ;0.54;  ;111.59;  ;0;  ;HIJPR
253;10/09/2017;55.03;  ;5.06;  ;13.13;  ;10.17;  ;171.18;  ;29.95;  ;68.01;  ;0.32;  ;156.84;  ;0.75;  ;HIJPR
254;11/09/2017;64.91;  ;7.67;  ;14.25;  ;12.63;  ;157.74;  ;29.75;  ;73.88;  ;0.42;  ;134.83;  ;0;  ;HIJPR
255;12/09/2017;63.05;  ;7.09;  ;14.17;  ;12.19;  ;127.55;  ;29.83;  ;70.08;  ;0.28;  ;139.41;  ;0;  ;HIJPR
256;13/09/2017;73.2;  ;11.36;  ;21.01;  ;18.71;  ;178.73;  ;29.82;  ;62.75;  ;0.42;  ;139.7;  ;0;  ;HIJPR
257;14/09/2017;81.05;  ;10.08;  ;19.09;  ;16.82;  ;176.35;  ;30.38;  ;65.63;  ;0.4;  ;83.89;  ;0;  ;HIJPR
258;15/09/2017;79.91;  ;9.05;  ;20.46;  ;16.72;  ;188.12;  ;30.81;  ;67.29;  ;0.28;  ;146.37;  ;0;  ;HIJPR
259;16/09/2017;67.85;  ;5.14;  ;11.33;  ;9.35;  ;172.54;  ;31.17;  ;62.11;  ;0.97;  ;123.3;  ;0;  ;HIJPR
260;17/09/2017;57.76;  ;3.9;  ;9.7;  ;7.63;  ;199.41;  ;31.17;  ;62.41;  ;0.67;  ;112.3;  ;0;  ;HIJPR
261;18/09/2017;49.3;  ;5.63;  ;5.77;  ;7.01;  ;12.24;  ;29.9;  ;65.35;  ;0.8;  ;81.34;  ;0;  ;HIJPR
262;19/09/2017;58.88;  ;7.98;  ;14.4;  ;12.97;  ;145.67;  ;30.33;  ;68.27;  ;0.49;  ;106.85;  ;0.05;  ;HIJPR
263;20/09/2017;67.53;  ;7.79;  ;19.11;  ;15.08;  ;175.06;  ;29.38;  ;70.2;  ;0.54;  ;150.98;  ;0.39;  ;HIJPR
264;21/09/2017;56.7;  ;4.95;  ;14.1;  ;10.52;  ;181.08;  ;28.71;  ;73.26;  ;0.35;  ;112.07;  ;0.11;  ;HIJPR
265;22/09/2017;89.81;  ;7.6;  ;22.82;  ;16.78;  ;203.39;  ;30.19;  ;60.43;  ;0.61;  ;155.48;  ;0;  ;HIJPR
266;23/09/2017;77.89;  ;6.86;  ;18.24;  ;14;  ;184.7;  ;30.49;  ;62.4;  ;0.5;  ;189.47;  ;0;  ;HIJPR
267;24/09/2017;85.53;  ;6.08;  ;14.34;  ;11.52;  ;53.17;  ;28.42;  ;73.27;  ;0.38;  ;159.52;  ;0.04;  ;HIJPR
268;25/09/2017;57.5;  ;13.47;  ;20.55;  ;19.9;  ;127.25;  ;29.67;  ;69.23;  ;0.64;  ;188.56;  ;0;  ;HIJPR
269;26/09/2017;63.51;  ;6.71;  ;11.37;  ;10.53;  ;112.97;  ;30.05;  ;70.74;  ;0.87;  ;64.96;  ;0;  ;HIJPR
270;27/09/2017;57.58;  ;15.73;  ;13.73;  ;18.43;  ;45.66;  ;26.22;  ;89.43;  ;0.45;  ;117.72;  ;0.13;  ;HIJPR
271;28/09/2017;66.5;  ;15.17;  ;18.43;  ;20.29;  ;138.17;  ;28.39;  ;82.45;  ;0.29;  ;107.45;  ;0.05;  ;HIJPR
272;29/09/2017;57.81;  ;13.17;  ;15.07;  ;17.16;  ;143.62;  ;29.68;  ;75.85;  ;0.56;  ;90.29;  ;0.01;  ;HIJPR
273;30/09/2017;43.38;  ;8.23;  ;14.59;  ;13.25;  ;156.25;  ;29.86;  ;72.24;  ;0.51;  ;126.34;  ;0.01;  ;HIJPR
274;01/10/2017;51.53;  ;8.26;  ;12.4;  ;12.2;  ;124.68;  ;28.65;  ;76.44;  ;0.53;  ;166.3;  ;0;  ;HIJPR
275;02/10/2017;51.02;  ;12.88;  ;16.32;  ;17.56;  ;124.03;  ;29.12;  ;75.7;  ;0.51;  ;112.34;  ;0;  ;HIJPR
276;03/10/2017;55.48;  ;13.84;  ;17.93;  ;19.06;  ;75.08;  ;27.95;  ;80.87;  ;0.53;  ;145.64;  ;0.48;  ;HIJPR
277;04/10/2017;53.03;  ;11.29;  ;17.14;  ;16.78;  ;140.09;  ;29.68;  ;72.5;  ;0.5;  ;120.45;  ;0;  ;HIJPR
278;05/10/2017;65.84;  ;7.47;  ;11.9;  ;11.37;  ;151.08;  ;30.63;  ;69.63;  ;0.84;  ;81.17;  ;0;  ;HIJPR
279;06/10/2017;45.66;  ;10.67;  ;15.64;  ;15.58;  ;149.09;  ;30.66;  ;71.9;  ;0.55;  ;80.6;  ;0;  ;HIJPR
280;07/10/2017;56.71;  ;8.33;  ;13.99;  ;13.03;  ;145.11;  ;30.28;  ;69.24;  ;0.48;  ;173.5;  ;0;  ;HIJPR
281;08/10/2017;37.26;  ;5.43;  ;12.56;  ;10.17;  ;157.74;  ;30.45;  ;67.61;  ;0.41;  ;156.84;  ;0;  ;HIJPR
282;09/10/2017;80.93;  ;11.93;  ;21.31;  ;19.28;  ;56.15;  ;28.45;  ;78.21;  ;0.69;  ;201;  ;0.41;  ;HIJPR
283;10/10/2017;70.57;  ;10.28;  ;16.77;  ;15.83;  ;89.14;  ;29.21;  ;75.11;  ;0.73;  ;231.78;  ;0;  ;HIJPR
284;11/10/2017;55.27;  ;9.86;  ;17.75;  ;16;  ;124.79;  ;30.38;  ;72.44;  ;0.57;  ;148.67;  ;0;  ;HIJPR
285;12/10/2017;68.6;  ;13.78;  ;23.79;  ;21.86;  ;55.96;  ;27.91;  ;82.27;  ;0.43;  ;164.79;  ;1.18;  ;HIJPR
286;13/10/2017;49.44;  ;11.12;  ;16.44;  ;16.3;  ;109.54;  ;29.91;  ;67.71;  ;0.82;  ;224.53;  ;0.01;  ;HIJPR
287;14/10/2017;30.89;  ;5.61;  ;10.71;  ;9.4;  ;109.5;  ;30.35;  ;69;  ;0.62;  ;180.34;  ;0;  ;HIJPR
288;15/10/2017;33.72;  ;4.84;  ;10.24;  ;8.6;  ;119.5;  ;30.69;  ;63.44;  ;0.36;  ;203.82;  ;0;  ;HIJPR
289;16/10/2017;41.33;  ;9.76;  ;10.26;  ;12.28;  ;65.97;  ;28.52;  ;72.28;  ;0.54;  ;218.06;  ;0.15;  ;HIJPR
290;17/10/2017;43.19;  ;8.99;  ;17.46;  ;15.21;  ;104.82;  ;29.7;  ;68.91;  ;0.39;  ;165.67;  ;0;  ;HIJPR
291;18/10/2017;44.47;  ;7.81;  ;17.07;  ;14.14;  ;79.42;  ;29.24;  ;77.63;  ;0.41;  ;120.56;  ;0.15;  ;HIJPR
292;19/10/2017;48.23;  ;14.19;  ;19.31;  ;19.99;  ;105.81;  ;28.17;  ;82.31;  ;0.47;  ;169.74;  ;0.11;  ;HIJPR
293;20/10/2017;58.77;  ;10.13;  ;20.61;  ;17.59;  ;143.27;  ;29.93;  ;73.29;  ;0.43;  ;144.1;  ;0;  ;HIJPR
294;21/10/2017;85.86;  ;10.87;  ;18.53;  ;17.13;  ;159.12;  ;31.38;  ;68.21;  ;0.33;  ;150.89;  ;0;  ;HIJPR
295;22/10/2017;55.63;  ;4.68;  ;12.45;  ;9.55;  ;137.68;  ;31;  ;69.09;  ;0.33;  ;109.14;  ;0;  ;HIJPR
296;23/10/2017;50.53;  ;7.82;  ;16.7;  ;13.97;  ;132.87;  ;29.08;  ;73.75;  ;0.37;  ;135;  ;0.77;  ;HIJPR
297;24/10/2017;58.25;  ;8.53;  ;17.94;  ;15.09;  ;147.89;  ;29.79;  ;71.12;  ;0.56;  ;131.08;  ;0;  ;HIJPR
298;25/10/2017;64.02;  ;9.66;  ;16.07;  ;15.04;  ;118.12;  ;30.19;  ;68.69;  ;0.45;  ;193.48;  ;0;  ;HIJPR
299;26/10/2017;42.52;  ;11.46;  ;12.29;  ;14.53;  ;133.85;  ;30.05;  ;66.92;  ;1.09;  ;226.5;  ;0;  ;HIJPR
300;27/10/2017;46.96;  ;10.1;  ;20.42;  ;17.48;  ;140.36;  ;30.34;  ;66.1;  ;0.52;  ;156.88;  ;0;  ;HIJPR
301;28/10/2017;51.9;  ;9.42;  ;18.65;  ;16.11;  ;66.4;  ;28.32;  ;81.19;  ;0.64;  ;185.25;  ;0.17;  ;HIJPR
302;29/10/2017;76.71;  ;11.54;  ;16.63;  ;16.71;  ;100.96;  ;29.4;  ;76.85;  ;0.32;  ;123.32;  ;0;  ;HIJPR
303;30/10/2017;57.86;  ;12.46;  ;19.65;  ;18.87;  ;173.6;  ;30.31;  ;69.47;  ;0.55;  ;160.84;  ;0;  ;HIJPR
304;31/10/2017;39.55;  ;7.39;  ;16.91;  ;13.75;  ;171.16;  ;30.9;  ;65.4;  ;0.73;  ;223.4;  ;0;  ;HIJPR
305;01/11/2017;38.22;  ;6.6;  ;19.24;  ;14.29;  ;164.87;  ;30.37;  ;68.03;  ;0.61;  ;147.62;  ;0;  ;HIJPR
306;02/11/2017;57.23;  ;5.95;  ;21.27;  ;14.79;  ;161.44;  ;30.81;  ;65.78;  ;0.57;  ;157.79;  ;0;  ;HIJPR
307;03/11/2017;54.55;  ;5.44;  ;19.66;  ;13.63;  ;127.56;  ;30.71;  ;67.54;  ;0.55;  ;178.15;  ;0;  ;HIJPR
308;04/11/2017;60.87;  ;7.7;  ;17.74;  ;14.38;  ;99.76;  ;29.04;  ;74.66;  ;0.67;  ;181.5;  ;0.58;  ;HIJPR
309;05/11/2017;69.78;  ;12.47;  ;15.83;  ;16.99;  ;166.35;  ;30.78;  ;70.96;  ;0.54;  ;91.21;  ;0;  ;HIJPR
310;06/11/2017;32.72;  ;10.02;  ;9.83;  ;12.26;  ;144.09;  ;29.88;  ;78.17;  ;0.55;  ;79.51;  ;0.22;  ;HIJPR
311;07/11/2017;40.13;  ;10.78;  ;7.42;  ;11.64;  ;45.98;  ;27.37;  ;86.88;  ;0.53;  ;89.85;  ;0.26;  ;HIJPR
312;08/11/2017;54.09;  ;17.7;  ;12.98;  ;19.53;  ;119.18;  ;29.33;  ;73.8;  ;0.57;  ;184.52;  ;0;  ;HIJPR
313;09/11/2017;62.96;  ;12.78;  ;16.62;  ;17.47;  ;82.91;  ;27.66;  ;83.75;  ;0.65;  ;170.71;  ;0.86;  ;HIJPR
314;10/11/2017;46.73;  ;8.31;  ;16.83;  ;14.37;  ;173.1;  ;29.37;  ;73.37;  ;0.65;  ;159.66;  ;0;  ;HIJPR
315;11/11/2017;61.95;  ;8.08;  ;18.09;  ;14.84;  ;130.05;  ;29.56;  ;70.78;  ;0.64;  ;141.69;  ;0;  ;HIJPR
316;12/11/2017;39.08;  ;5.76;  ;11.3;  ;9.8;  ;135.84;  ;28.81;  ;77.79;  ;0.84;  ;200.84;  ;0.03;  ;HIJPR
317;13/11/2017;33.94;  ;10.01;  ;12.34;  ;13.31;  ;91.14;  ;27.69;  ;83.18;  ;0.61;  ;170.25;  ;1.05;  ;HIJPR
318;14/11/2017;56.57;  ;15.04;  ;16.53;  ;19.28;  ;116.28;  ;28.3;  ;83.17;  ;0.5;  ;136.56;  ;0.07;  ;HIJPR
